Marque,Année,Boite_Vitesse,Adresse,Prix,Venant_Occasion
Mazda,2016,Automatique,"Pikine,Dakar",10,Venant
Range Rover,2015,Automatique,"Sacré-cœur,Dakar",15000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2016,Automatique,"Ouakam,Dakar",7000000,D'occasion
Ford,2015,Automatique,"Guediawaye,Dakar",6200000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Jeep,2016,Automatique,"Sacré-cœur,Dakar",10500000,Venant
Jeep,2016,Automatique,"Castor,Dakar",9500000,Venant
Ford,2013,Automatique,"Sicap Liberté,Dakar",3300000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2006,Manuelle,"Parcelles Assainies,Dakar",1800000,D'occasion
Toyota,2014,Automatique,"Almadies,Dakar",9000000,D'occasion
Citroen,2015,Automatique,"Keur Massar,Dakar",6500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3700000,D'occasion
Toyota,2019,Automatique,"Colobane,Dakar",30000000,D'occasion
Kia,2020,Automatique,"VDN,Dakar",16900000,D'occasion
Mercedes-Benz,2017,Automatique,"Cité Damel,Dakar",27800000,Venant
Hyundai,2013,Automatique,"Mermoz,Dakar",4000000,D'occasion
BMW,2015,Automatique,"Liberte 6 extension,Dakar",14300000,D'occasion
Chrysler,2012,Automatique,"Yoff,Dakar",1999999,D'occasion
Ford,2008,Automatique,"Cité biagui,Dakar",1200000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2012,Manuelle,"Pikine,Dakar",5000000,D'occasion
Hyundai,2015,Automatique,"Liberte 6,Dakar",6200000,Venant
Range Rover,2019,Automatique,"Almadies,Dakar",48000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2011,Automatique,"Almadies,Dakar",5000000,D'occasion
Mercedes-Benz,2012,Automatique,"Almadies,Dakar",10000000,D'occasion
Toyota,2013,Automatique,"Yoff,Dakar",5500000,D'occasion
Volkswagen,2015,Automatique,"Sicap foire,Dakar",6800000,Venant
Ford,2013,Automatique,"Pikine,Dakar",5500000,Venant
Peugeot,2018,Automatique,"Djily mbaye,Dakar",15500000,Venant
Toyota,2017,Automatique,"Almadies,Dakar",25000000,Venant
Toyota,2016,Manuelle,"Grand-Yoff,Dakar",13000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2018,Automatique,"Cité keur gorgui,Dakar",15000000,D'occasion
Hyundai,2014,Automatique,"Amitié,Dakar",6500000,Venant
Dacia,2016,Manuelle,"Malika,Dakar",4500000,Venant
Dodge,2010,Automatique,"Pikine,Dakar",3000000,D'occasion
Ford,2014,Automatique,"Sacré-cœur,Dakar",6300000,Venant
Ford,2014,Automatique,"Parcelles Assainies,Dakar",5000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2014,Automatique,"Cité Damel,Dakar",9200000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",9800000,Venant
Opel,2008,Automatique,"Liberte 6,Dakar",3500000,D'occasion
Hyundai,2017,Automatique,"Nord foire,Dakar",7500000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Mercedes-Benz,2021,Automatique,"Médina,Dakar",47000000,Venant
Ford,2013,Automatique,"Bel air,Dakar",3500000,D'occasion
Ford,2010,Manuelle,"Yoff,Dakar",5500000,D'occasion
Jeep,2016,Automatique,"Colobane,Dakar",7800000,Venant
Kia,2018,Manuelle,"Sacré-cœur,Dakar",8500000,D'occasion
Ford,2013,Automatique,"Yoff,Dakar",9500000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
BMW,2021,Automatique,"Djily mbaye,Dakar",39850000,D'occasion
Hyundai,2015,Automatique,"Guediawaye,Dakar",13000000,Venant
Nissan,2014,Automatique,"Cambérène,Dakar",8500000,Venant
Hyundai,2015,Automatique,"Sicap Sacré-cœur, Dakar",11700000,D'occasion
Hyundai,2016,Automatique,"VDN,Dakar",11900000,Venant
Peugeot,2012,Manuelle,"Sicap mbao,Dakar",2800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension, Dakar",7800000,Venant
Hyundai,2012,Automatique,"Hann maristes,Dakar",4500000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
BMW,2017,Automatique,"Ouakam,Dakar",14200000,Venant
Toyota,2007,Manuelle,"Guediawaye,Dakar",4500000,D'occasion
Peugeot,2008,Manuelle,"Castor,Dakar",3600000,D'occasion
Hyundai,2021,Automatique,"Liberte 6,Dakar",27000000,Venant
Mazda,2012,Manuelle,"Fenêtre mermoz,Dakar",3200000,D'occasion
BMW,2020,Automatique,"Sacré-cœur,Dakar",47000000,Venant
Ford,2017,Automatique,"Colobane,Dakar",12400000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2019,Automatique,"Almadies,Dakar",27500000,D'occasion
Mercedes-Benz,2020,Automatique,"Liberte 6,Dakar",33500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
BMW,2016,Automatique,"Amitié,Dakar",15000000,D'occasion
Chevrolet,2015,Automatique,"Fenêtre mermoz,Dakar",10000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2019,Manuelle,"Mamelles,Dakar",9500000,D'occasion
Ford,2014,Automatique,"Yoff,Dakar",4800000,D'occasion
Toyota,2011,Manuelle,"Guediawaye,Dakar",4000000,D'occasion
Ford,2016,Automatique,"Sicap mbao,Dakar",7000000,D'occasion
Toyota,2015,Automatique,"Fenêtre mermoz,Dakar",15500000,Venant
Hyundai,2016,Automatique,"Liberte 6,Dakar",14500000,Venant
Ford,2014,Automatique,"Mermoz,Dakar",6500000,D'occasion
Citroen,2016,Manuelle,"Fann,Dakar",5500000,D'occasion
Citroen,2015,Automatique,"Hlm,Dakar",6700000,Venant
Peugeot,2018,Automatique,"Sacré-cœur,Dakar",15500000,Venant
Ford,2014,Automatique,"VDN,Dakar",11000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mitsubishi,2018,Manuelle,"Ouest foire,Dakar",9500000,D'occasion
Ford,2015,Automatique,"Castor,Dakar",530000000,Venant
Jeep,2015,Automatique,"Liberte 6,Dakar",11000000,Venant
Citroen,2014,Manuelle,"Golf,Dakar",5000000,Venant
Peugeot,2013,Manuelle,"Liberte 6,Dakar",4500000,Venant
Porsche,2018,Automatique,"Sacré-cœur,Dakar",28000000,Venant
Ford,2016,Automatique,"Hlm,Dakar",14500000,Venant
Nissan,2013,Automatique,"Yoff,Dakar",5300000,D'occasion
Mitsubishi,2015,Automatique,"VDN,Dakar",14000000,Venant
Kia,2016,Automatique,"VDN,Dakar",13500000,Venant
Toyota,2016,Automatique,"Sacré-cœur,Dakar",26000000,Venant
Ford,2014,Automatique,"Colobane,Dakar",6500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,1994,Manuelle,"Sicap Liberté,Dakar",3300000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2019,Automatique,"Sicap Liberté,Dakar",19800000,Venant
Toyota,2014,Automatique,"Pikine,Dakar",7500000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2012,Automatique,"Dalifort,Dakar",3500000,Venant
Toyota,2016,Manuelle,"Guediawaye,Dakar",16000000,Venant
Ford,2012,Automatique,"Gueule-Tapée,Dakar",5700000,D'occasion
Citroen,2022,Manuelle,"Sacré-cœur,Dakar",9500000,D'occasion
Ford,2014,Automatique,"Liberte 6 extension,Dakar",5700000,D'occasion
Ford,2020,Automatique,"Almadies,Dakar",28000000,Venant
Hyundai,2016,Automatique,"Parcelles Assainies,Dakar",12000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mazda,2010,Automatique,"Hlm,Dakar",3450000,Venant
Toyota,2014,Automatique,"Ngor,Dakar",5000000,Venant
Chevrolet,2012,Automatique,"Plateau,Dakar",4000000,D'occasion
Hyundai,2017,Manuelle,"Liberte 6,Dakar",6500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",8900000,D'occasion
Kia,2017,Automatique,"Hann maristes,Dakar",15500000,Venant
Kia,2016,Automatique,"VDN,Dakar",13500000,Venant
Hyundai,2015,Automatique,"Hlm,Dakar",6900000,Venant
Autres,2017,Automatique,"Cité keur gorgui,Dakar",10000000,Venant
Toyota,2014,Automatique,"Almadies,Dakar",19000000,D'occasion
Mercedes-Benz,2019,Automatique,"Sicap foire,Dakar",24000000,D'occasion
Ford,2014,Automatique,"VDN,Dakar",6800000,D'occasion
BMW,2021,Automatique,"Plateau,Dakar",52000000,D'occasion
Ford,2019,Automatique,"Liberte 6,Dakar",17000000,Venant
Jeep,2016,Automatique,"Médina,Dakar",11000000,Venant
Mitsubishi,2018,Manuelle,"Parcelles Assainies,Dakar",8850000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2013,Automatique,"Colobane,Dakar",3700000,D'occasion
Ford,2008,Automatique," Mermoz,Dakar",3100000,Venant
Opel,2015,Manuelle,"Parcelles Assainies,Dakar",6500000,Venant
Nissan,2015,Automatique,"Almadies,Dakar",8500000,D'occasion
Peugeot,2010,Automatique,"Guediawaye,Dakar",2600000,D'occasion
Fiat,2016,Manuelle,"Médina,Dakar",4699800,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2016,Automatique,"Sicap foire,Dakar",12500000,Venant
Ford,2013,Automatique,"Ouest foire,Dakar",5000000,D'occasion
Hyundai,2016,Automatique,"VDN,Dakar",11800000,Venant
Ford,2009,Automatique,"Liberte 6 extension,Dakar",4900000,D'occasion
Ford,2015,Automatique,"Liberte 6 extension,Dakar",7500000,Venant
Ford,2013,Automatique,"Plateau,Dakar",3500000,D'occasion
Ford,2018,Automatique,"Hann maristes,Dakar",14000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Mazda,2016,Automatique,"Almadies,Dakar",10900000,Venant
Ford,2015,Automatique,"Mermoz,Dakar",8200000,Venant
Land Rover,2016,Automatique,"Plateau,Dakar",38500000,Venant
Hyundai,2016,Automatique,"Sacré-cœur,Dakar",12000000,Venant
Toyota,2014,Automatique,"Mermoz,Dakar",4350000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2012,Automatique,"Sicap Liberté,Dakar",5600000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Toyota,2011,Manuelle,"Sicap Sacré-cœur,Dakar",6000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Jeep,2015,Automatique,"Sacré-cœur,Dakar",9500000,Venant
Citroen,2017,Manuelle,"Mbao,Dakar",5600000,Venant
Hyundai,2019,Automatique,"Liberte 6,Dakar",19800000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Mazda,2006,Manuelle,"Médina,Dakar",1500000,D'occasion
Ford,2011,Automatique,"VDN,Dakar",5200000,D'occasion
Chevrolet,2016,Automatique,"Liberte 6,Dakar",7100000,Venant
Citroen,2011,Manuelle,"Médina,Dakar",2500000,D'occasion
Hyundai,2017,Automatique,"Rufisque,Dakar",12000000,Venant
Peugeot,2015,Manuelle,"VDN,Dakar",6600000,D'occasion
Hyundai,2013,Manuelle,"Yoff,Dakar",2800000,D'occasion
Ford,2015,Automatique,"Ouest foire,Dakar",8350000,Venant
Peugeot,2016,Automatique,"Ouest foire,Dakar ",8000000,Venant
Ford,2016,Automatique,"Dieuppeul,Dakar",5400000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mazda,2015,Automatique,"Sacré-cœur,Dakar",9300000,Venant
Chevrolet,2014,Automatique,"Sacré-cœur,Dakar",7500000,Venant
Lexus,2018,Automatique,"Hann marinas,Dakar",22000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
BMW,2015,Automatique,"Sicap Liberté,Dakar",19500000,Venant
Ford,2012,Automatique,"VDN,Dakar",5900000,Venant
Hyundai,2019,Automatique,"Almadies,Dakar",17500000,D'occasion
Hyundai,2016,Automatique,"Cité Damel,Dakar",12500000,Venant
Ford,2012,Automatique,"Hlm,Dakar",3500000,Venant
Renault,2017,Manuelle,"Ouakam,Dakar",5800000,D'occasion
Ford,2013,Automatique,"Avenue Bourguiba,Dakar",5500000,D'occasion
Mitsubishi,2008,Manuelle,"Liberte 6,Dakar",5800000,Venant
Hyundai,2015,Automatique,"VDN,Dakar",8200000,Venant
Hyundai,2017,Automatique,"Avenue Bourguiba,Dakar",13500000,Venant
Ford,2013,Automatique,"Colobane,Dakar",6100000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2016,Automatique,"Liberte 6,Dakar",14000000,Venant
Jeep,2015,Automatique,"Sicap foire,Dakar",14500000,Venant
Jeep,2013,Automatique,"VDN,Dakar",8900000,D'occasion
Kia,2017,Automatique,"Yoff,Dakar",1000,D'occasion
Mercedes-Benz,2017,Manuelle,"Almadies,Dakar",14000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2012,Automatique,"Sacré-cœur,Dakar",4650000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2015,Automatique,"Liberte 6,Dakar",9500000,Venant
Hyundai,2021,Automatique,"Liberte 6 extension,Dakar",27000000,Venant
Ford,2018,Automatique,"Keur Massar,Dakar",13500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Toyota,2010,Manuelle,"Ouakam,Dakar",6600000,Venant
Hyundai,2016,Automatique,"Sacré-cœur,Dakar",12500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mazda,2015,Automatique,"VDN,Dakar",9700000,Venant
Chevrolet,2015,Automatique,"Keur Massar,Dakar",5700000,Venant
Ford,2015,Automatique,"Keur Massar,Dakar",5000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Peugeot,2014,Manuelle,"Sacré-cœur,Dakar",4649750,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2015,Automatique,"Sicap foire,Dakar",6900000,Venant
Mitsubishi,2014,Automatique,"Almadies,Dakar",12500000,D'occasion
Citroen,2014,Manuelle,"Keur Massar,Dakar",6300000,Venant
Ford,2014,Automatique,"Hlm,Dakar",4500000,Venant
Toyota,2019,Automatique,"Fenêtre mermoz,Dakar",19000000,D'occasion
Hyundai,2007,Manuelle,"Golf,Dakar",1800000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2019,Automatique,"Cite Mixta,Dakar",19000000,D'occasion
Ford,2014,Automatique,"VDN,Dakar",5800000,D'occasion
Kia,2014,Automatique,"Parcelles Assainies,Dakar",9500000,Venant
Hyundai,2015,Automatique,"Sicap foire,Dakar",10000000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2016,Automatique,"Hlm,Dakar",12700000,Venant
Toyota,2009,Automatique,"Rufisque,Dakar",7500000,D'occasion
Mazda,2016,Automatique,"Sicap Liberté,Dakar",8800000,Venant
Renault,2014,Manuelle,"Sacré-cœur,Dakar",5300000,D'occasion
Kia,2015,Automatique,"Sacré-cœur, Dakar",9500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2015,Automatique,"Cité avion,Dakar",4400000,D'occasion
Hyundai,2014,Tiptronic,"Liberte 6 extension,Dakar",8900000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2013,Automatique,"Guediawaye,Dakar ",5000000,D'occasion
Nissan,2012,Automatique,"Guediawaye,Dakar",4600000,D'occasion
Hyundai,2009,Automatique,"Rufisque,Dakar",4850000,D'occasion
Hyundai,2017,Automatique,"Médina,Dakar",7500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2014,Automatique,"Guediawaye,Dakar",6000000,Venant
Ford,2016,Automatique,"Parcelles Assainies,Dakar",11500000,Venant
Ford,2014,Automatique,"Nord foire,Dakar",7500000,Venant
Ford,2014,Automatique,"Hlm,Dakar",7950000,Venant
Range Rover,2014,Automatique,"Cambérène,Dakar",26000000,D'occasion
Citroen,2021,Automatique,"Almadies,Dakar",8000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Chevrolet,2014,Automatique,"Sacré-cœur,Dakar",6000000,D'occasion
Peugeot,2016,Manuelle,"VDN,Dakar",6700000,Venant
Ford,2015,Automatique,"Mermoz,Dakar",5500000,Venant
Ford,2016,Automatique,"Nord foire,Dakar",7200000,D'occasion
Mercedes-Benz,2018,Manuelle,"Keur Massar,Dakar",17000000,Venant
Nissan,2011,Automatique,"Grand-Dakar,Dakar",4700000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Citroen,2010,Manuelle,"Plateau,Dakar",2200000,D'occasion
Toyota,2012,Automatique,"Dalifort,Dakar",3400000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Jeep,2016,Automatique,"Nord foire,Dakar",8800000,D'occasion
Kia,2020,Automatique,"Sicap Sacré-cœur,Dakar",19900000,Venant
Peugeot,2011,Manuelle,"Nord foire,Dakar",4900000,D'occasion
Nissan,2014,Automatique,"Sicap baobab,Dakar",6500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2007,Manuelle,"Cite Mixta,Dakar",2600000,D'occasion
Hyundai,2016,Automatique,"Almadies,Dakar",5800000,Venant
Jeep,2007,Automatique,"Mamelles,Dakar",1000000,D'occasion
Mitsubishi,2013,Automatique,"Golf,Dakar",6500000,D'occasion
Hyundai,2013,Automatique,"Liberte 6,Dakar",4700000,D'occasion
BMW,2014,Automatique,"Liberte 6 extension,Dakar",12000000,D'occasion
Hyundai,2012,Manuelle,"Sacré-cœur,Dakar",5000000,D'occasion
Hyundai,2014,Automatique,"Amitié,Dakar",8300000,Venant
Ford,2016,Automatique,"Hlm,Dakar",6500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Volkswagen,2012,Automatique,"Mamelles,Dakar",4500000,D'occasion
Mazda,2016,Automatique,"Sacré-cœur,Dakar",9800000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2008,Automatique,"Mermoz,Dakar",4000000,D'occasion
Hyundai,2015,Automatique,"Liberte 6,Dakar",6500000,Venant
Jeep,2015,Automatique,"Sicap foire,Dakar",14500000,Venant
Toyota,2015,Manuelle,"Guediawaye,Dakar",17000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Renault,2015,Automatique,"Liberte 6,Dakar",6000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mitsubishi,2016,Manuelle,"Sicap Liberté,Dakar",15000000,Venant
Toyota,2021,Automatique,"Parcelles Assainies,Dakar",18000000,D'occasion
Toyota,2007,Manuelle,"Mbao,Dakar",2500000,D'occasion
Toyota,2010,Automatique,"Yoff,Dakar",3000000,D'occasion
Ford,2012,Automatique,"Rufisque,Dakar",4250000,D'occasion
Hyundai,2017,Automatique,"Grand-Dakar,Dakar",10900000,Venant
Lincoln,2008,Automatique,"Fenêtre mermoz,Dakar",7500000,D'occasion
Chevrolet,2015,Manuelle,"Liberte 6 extension,Dakar",4500000,D'occasion
Nissan,2015,Automatique,"Cité Damel,Dakar",30000000,Venant
Ford,2015,Automatique,"Yoff,Dakar",6500000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2014,Automatique,"VDN,Dakar",6600000,Venant
Hyundai,2014,Automatique,"Liberte 6 extension,Dakar",7800000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Sacré-cœur,Dakar",9500000,Venant
Citroen,2015,Manuelle,"Thiaroye,Dakar",5750000,Venant
Jeep,2015,Automatique,"Liberte 6,Dakar",6900000,Venant
Ford,2012,Automatique,"Liberte 6,Dakar",4100000,Venant
Ford,1990,Automatique,"Guediawaye,Dakar",3000000,D'occasion
Hyundai,2019,Automatique,"Sicap Sacré-cœur,Dakar",36000000,Venant
Mercedes-Benz,2015,Automatique,"Sacré-cœur,Dakar",27000000,Venant
Ford,2013,Automatique,"Yoff,Dakar",7999999,D'occasion
Ford,2013,Automatique,"Colobane,Dakar",5000000,Venant
Peugeot,2019,Automatique,"Ouest foire,Dakar",18500000,Venant
Kia,2017,Automatique,"Mermoz,Dakar",10200000,D'occasion
Hyundai,2013,Automatique,"Parcelles Assainies,Dakar",4300000,D'occasion
Jeep,2015,Automatique,"Liberte 6,Dakar",14500000,Venant
Chevrolet,2018,Automatique,"Grand-Dakar,Dakar",10300000,Venant
Mitsubishi,2016,Automatique,"VDN,Dakar",10500000,Venant
Ford,2014,Automatique,"Liberte 6,Dakar",6500000,Venant
Citroen,2017,Automatique,"Almadies,Dakar",4100000,D'occasion
Renault,2016,Manuelle,"Hlm grand-yoff,Dakar",11000000,Venant
Ford,2015,Automatique,"Guediawaye,Dakar",9900000,Venant
Ford,2015,Automatique,"Patte d‘oie,Dakar",6800000,D'occasion
BMW,2016,Automatique,"Sicap foire,Dakar",24000000,Venant
Hyundai,2020,Automatique,"Sacré-cœur,Dakar",35000000,Venant
Mercedes-Benz,2016,Automatique,"Liberte 6,Dakar",47000000,Venant
Jeep,2015,Automatique,"Yoff,Dakar",8900000,Venant
Audi,2015,Automatique,"Yoff,Dakar",12000000,Venant
BMW,2014,Automatique,"Yoff,Dakar",12500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2016,Automatique,"Liberte 6,Dakar",14700000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2014,Automatique,"Hlm,Dakar",4100000,D'occasion
Hyundai,2013,Automatique,"Cambérène,Dakar",3750000,D'occasion
BMW,2014,Automatique,"Castor,Dakar",12000000,D'occasion
Hyundai,2016,Automatique,"Ouest foire,Dakar",6400000,Venant
Hyundai,2015,Automatique,"Sacré-cœur,Dakar",12000000,Venant
Peugeot,2018,Automatique,"VDN,Dakar",15000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Jeep,2014,Automatique,"Mermoz,Dakar",13300000,Venant
Hyundai,2014,Automatique,"Liberte 6 extension,Dakar",4300000,D'occasion
Toyota,2016,Automatique,"Ouest foire,Dakar",8500000,Venant
Mercedes-Benz,2016,Automatique,"Liberte 6,Dakar",47000000,Venant
Chevrolet,2010,Automatique,"Liberte 6,Dakar",2800000,D'occasion
Hyundai,2012,Automatique,"Cité keur gorgui,Dakar",3400000,D'occasion
Toyota,2019,Automatique,"Ouest foire,Dakar",18000000,Venant
Nissan,2015,Manuelle,"Ouest foire,Dakar",7500000,D'occasion
Ford,2014,Automatique,"Keur Massar,Dakar",3800000,D'occasion
Hyundai,2016,Automatique,"VDN,Dakar",12500000,Venant
Peugeot,2016,Automatique,"Keur Massar,Dakar",8400000,Venant
Peugeot,2018,Automatique,"Almadies,Dakar",16000000,Venant
Nissan,2014,Automatique,"Sicap foire,Dakar",5200000,D'occasion
Mazda,2008,Manuelle,"Golf,Dakar ",1800000,D'occasion
Kia,2010,Automatique,"Liberte 5,Dakar",2900000,D'occasion
Kia,2014,Automatique,"Sicap foire,Dakar",8500000,D'occasion
Hyundai,2014,Automatique,"Cité Damel,Dakar",6800000,Venant
Nissan,2017,Automatique,"Fann,Dakar",13000000,D'occasion
Ford,2017,Automatique,"Sacré-cœur,Dakar",18000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Nissan,2017,Automatique,"Parcelles Assainies,Dakar",14000000,Venant
Ford,2015,Automatique,"VDN,Dakar",13500000,Venant
Toyota,2005,Automatique,"Ouest foire,Dakar",7500000,D'occasion
GMC,2014,Automatique,"VDN,Dakar",7500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2013,Automatique,"Sicap foire,Dakar",4000000,D'occasion
Ford,2016,Automatique,"Hann maristes,Dakar",6800000,Venant
Ford,2015,Automatique,"Nord foire,Dakar",17500000,D'occasion
Peugeot,2006,Manuelle,"Plateau, Dakar",2300000,D'occasion
Toyota,2020,Automatique,"Almadies,Dakar",30000000,Venant
Toyota,2015,Automatique,"Amitié,Dakar",13500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Chevrolet,2021,Automatique,"Médina,Dakar",15700000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2017,Automatique,"VDN,Dakar",13900000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Hyundai,2016,Automatique,"Ouest foire,Dakar",10000000,Venant
Ford,2018,Automatique,"Almadies,Dakar",14900000,Venant
Ford,2019,Automatique,"Hlm,Dakar",18000000,Venant
Toyota,2017,Automatique,"Liberte 6 extension,Dakar",13000000,D'occasion
Lincoln,2015,Automatique,"Sicap foire,Dakar",15000000,Venant
Mercedes-Benz,2021,Automatique," Sacré-cœur,Dakar",87500000,Venant
Ford,2018,Automatique,"Yoff,Dakar",6000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mercedes-Benz,2016,Automatique,"Liberte 6,Dakar",44000000,Venant
Ford,2018,Automatique,"Almadies,Dakar",14900000,Venant
Ford,2011,Automatique,"Sicap foire,Dakar",5200000,D'occasion
Ford,2012,Automatique,"Sicap foire,Dakar",3500000,D'occasion
Peugeot,2009,Manuelle,"Hlm,Dakar",3700000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Jeep,2015,Automatique,"Sacré-cœur,Dakar",9800000,Venant
Ford,2015,Automatique,"Sacré-cœur,Dakar",11500000,Venant
Toyota,2016,Automatique,"Hlm,Dakar",33000000,Venant
Mercedes-Benz,2016,Automatique,"Hlm,Dakar",29000000,Venant
Jeep,2015,Automatique,"Patte d‘oie,Dakar",8700000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Nissan,2008,Automatique,"Sicap Liberté,Dakar",3500000,D'occasion
Kia,2013,Automatique,"Yoff,Dakar",7500000,D'occasion
Ford,2013,Automatique,"Almadies, Dakar",3800000,D'occasion
Peugeot,2011,Manuelle,"Rufisque,Dakar",3500000,D'occasion
